epoch	batch_idx	data_type	tot_loss	recon_loss	pred_loss	kld_loss	prop_mse_loss	run_time
57	1	train	5.707602501	1.119343638	4.586361504	0.001897363	0	0.57528
58	0	train	5.671674633	1.099367666	4.57033205	0.001974847	0	0.55338
58	1	train	5.695887375	1.116537499	4.577353573	0.001996447	0	0.57375
59	0	train	5.607701015	1.082771635	4.522880363	0.002048866	0	0.57837
59	1	train	5.666395187	1.109996676	4.554279518	0.002118942	0	0.56713
60	0	train	5.59038744	1.096091294	4.492109203	0.002187086	0	0.53552
60	1	train	5.666162682	1.085802197	4.578152943	0.002207451	0	0.58581
61	0	train	5.599219894	1.09695015	4.499965763	0.00230407	0	0.54804
61	1	train	5.613495636	1.058493352	4.55267601	0.002326176	0	0.58119
62	0	train	5.564178848	1.039281011	4.522497368	0.002400651	0	0.56456
62	1	train	5.610384464	1.091396737	4.516523933	0.002463677	0	0.57619
63	0	train	5.575389099	1.075832057	4.49702034	0.002536549	0	0.56377
63	1	train	5.548509884	1.06135962	4.484555244	0.002594955	0	0.57358
64	0	train	5.550119209	1.064018476	4.483428955	0.002671767	0	0.57367
64	1	train	5.503592205	1.045047021	4.455790138	0.002755144	0	0.57312
65	0	train	5.496791077	1.053567743	4.440388489	0.002834793	0	0.53649
65	1	train	5.515840054	1.040086734	4.472864151	0.002889078	0	0.57692
66	0	train	5.49297905	1.050509799	4.439486408	0.002982837	0	0.57191
66	1	train	5.447498035	1.018584192	4.425861549	0.003052183	0	0.57156
67	0	train	5.4384655	1.029536915	4.405774307	0.003154333	0	0.56284
67	1	train	5.47419405	1.041704583	4.429249668	0.00323971	0	0.5777
68	0	train	5.424614334	1.035672009	4.385595036	0.0033473	0	0.5613
68	1	train	5.429522038	1.014257634	4.411837959	0.003426441	0	0.56096
69	0	train	5.408050919	1.002556515	4.401940441	0.003554038	0	0.56713
69	1	train	5.431365108	1.034116626	4.393609142	0.003639375	0	0.58335
70	0	train	5.371573257	1.009635735	4.358188152	0.003749453	0	0.53666
70	1	train	5.39295578	1.002770793	4.386350346	0.003834628	0	0.5744
71	0	train	5.401207066	1.014590728	4.382648563	0.003967763	0	0.57569
71	1	train	5.309424782	0.985534298	4.319832802	0.004057666	0	0.56244
72	0	train	5.353772831	0.995346797	4.354225731	0.004200264	0	0.56174
72	1	train	5.303500652	0.991031408	4.308163071	0.004306167	0	0.5653
73	0	train	5.284241104	0.980456007	4.299348831	0.004436145	0	0.57809
73	1	train	5.339036465	1.000769794	4.333728218	0.004538502	0	0.57164
74	0	train	5.310032463	0.992785764	4.31253891	0.004707779	0	0.571
74	1	train	5.281171131	0.989894342	4.286459064	0.004817747	0	0.57258
75	0	train	5.295979691	0.990238118	4.300765514	0.004976066	0	0.55016
75	1	train	5.221644592	0.966295052	4.250273895	0.005075727	0	0.55902
76	0	train	5.219557667	0.97328862	4.240984058	0.005284975	0	0.56136
76	1	train	5.243362427	0.985932291	4.252046108	0.005384093	0	0.57513
77	0	train	5.232542515	0.974765408	4.252206802	0.005570439	0	0.5704
77	1	train	5.18287468	0.968174589	4.208978176	0.005721783	0	0.57523
78	0	train	5.202842808	0.958176589	4.238730907	0.005935325	0	0.57262
78	1	train	5.162454414	0.960851204	4.195609188	0.005994084	0	0.57588
79	0	train	5.198738766	0.960796869	4.231698895	0.00624295	0	0.57645
79	1	train	5.102826786	0.950683761	4.145790863	0.006352032	0	0.56245
80	0	train	5.107313061	0.963283658	4.13748064	0.006548705	0	0.54054
80	1	train	5.138432693	0.95018034	4.181512928	0.00673938	0	0.58157
81	0	train	5.136433697	0.951953971	4.177538109	0.006941517	0	0.55432
81	1	train	5.091153908	0.951586521	4.132478905	0.007088502	0	0.56356
82	0	train	5.077177238	0.936877668	4.133021402	0.00727809	0	0.57756
82	1	train	5.090036297	0.957310188	4.125252438	0.007473617	0	0.5782
83	0	train	5.071009731	0.932875633	4.130428982	0.007705221	0	0.56473
83	1	train	5.012805939	0.938468575	4.066444588	0.007892846	0	0.56956
84	0	train	4.986477089	0.919451725	4.05892396	0.008101331	0	0.56886
84	1	train	5.046430588	0.93056277	4.107604456	0.008263386	0	0.57114
85	0	train	5.017492962	0.947310627	4.061648369	0.008533924	0	0.53709
85	1	train	4.98850975	0.903746104	4.076047897	0.008715632	0	0.57893
86	0	train	4.941775417	0.911456311	4.021290016	0.009029028	0	0.56657
86	1	train	4.978788185	0.918822181	4.050774908	0.009191017	0	0.56424
87	0	train	4.885473824	0.900601232	3.975402403	0.009470346	0	0.58991
87	1	train	4.936948586	0.909264421	4.017967606	0.009716469	0	0.56405
88	0	train	4.819386482	0.881011569	3.928399229	0.009975863	0	0.56535
88	1	train	4.969209862	0.919399643	4.039619827	0.010190552	0	0.57703
89	0	train	4.891199589	0.901122129	3.979589939	0.010487461	0	0.56214
89	1	train	4.846413994	0.88559469	3.950115204	0.010704161	0	0.57428
90	0	train	4.838256168	0.886812663	3.940409279	0.01103435	0	0.53808
90	1	train	4.843707561	0.890485775	3.94201889	0.011202982	0	0.57759
91	0	train	4.85556469	0.898232806	3.945761871	0.011569909	0	0.56976
91	1	train	4.790355301	0.884706771	3.893873215	0.011775289	0	0.57175
92	0	train	4.799812222	0.872377145	3.91526041	0.012174637	0	0.57497
92	1	train	4.772058773	0.883990407	3.87572813	0.012340315	0	0.56489
93	0	train	4.739530182	0.87886138	3.847996473	0.012672409	0	0.56644
93	1	train	4.768730068	0.875562108	3.880285263	0.01288274	0	0.58042
94	0	train	4.714292717	0.857227933	3.843867445	0.013197275	0	0.56495
94	1	train	4.732340717	0.882338321	3.836624146	0.01337829	0	0.58493
95	0	train	4.716130066	0.859205008	3.843248749	0.013676322	0	0.53899
95	1	train	4.657746887	0.86762625	3.775960779	0.014159861	0	0.57846
96	0	train	4.722876072	0.877970302	3.830450726	0.014454973	0	0.57514
96	1	train	4.588859177	0.837219226	3.736951065	0.014688913	0	0.57718
97	0	train	4.670676422	0.84171015	3.813882828	0.015083461	0	0.57303
97	1	train	4.599846077	0.849127495	3.735391903	0.015326586	0	0.55999
98	0	train	4.618181515	0.842998302	3.759476089	0.015707104	0	0.58232
98	1	train	4.611283588	0.851343894	3.74396143	0.015978194	0	0.56874
99	0	train	4.579315186	0.82924515	3.733655787	0.016414149	0	0.56545
99	1	train	4.610854244	0.85861125	3.735560846	0.01668202	0	0.58384
100	0	train	4.548817635	0.841203642	3.690678549	0.016935494	0	0.53716
100	1	train	4.519991493	0.819642496	3.682935762	0.017413229	0	0.5778
101	0	train	4.538642788	0.835692	3.685243464	0.017707298	0	0.56904
101	1	train	4.501170921	0.821734142	3.661315632	0.018121139	0	0.57473
102	0	train	4.501020241	0.823301196	3.659313583	0.018405468	0	0.56949
102	1	train	4.491453075	0.828326941	3.644363117	0.018763084	0	0.58328
103	0	train	4.453823185	0.818667209	3.615952682	0.019203328	0	0.54574
103	1	train	4.493997097	0.820276642	3.654390717	0.019329617	0	0.58924
104	0	train	4.43656826	0.822806835	3.593927574	0.019833764	0	0.56662
104	1	train	4.385201263	0.799185634	3.565851974	0.020163615	0	0.58026
105	0	train	4.494487858	0.837870419	3.636084223	0.020533198	0	0.55495
105	1	train	4.309056854	0.782934058	3.505086946	0.021035893	0	0.59054
106	0	train	4.370672417	0.813586736	3.535643053	0.021442596	0	0.54078
106	1	train	4.324592113	0.795774555	3.507003021	0.021814511	0	0.58312
107	0	train	4.404507446	0.820654738	3.561814594	0.022038129	0	0.55686
107	1	train	4.28324337	0.777319002	3.483289909	0.022634485	0	0.59719
108	0	train	4.257675552	0.773912287	3.460584211	0.023178972	0	0.5655
108	1	train	4.30599165	0.80855453	3.474025774	0.023411319	0	0.58756
109	0	train	4.226959133	0.784482944	3.418582916	0.023893146	0	0.56663
109	1	train	4.336431503	0.793719769	3.518375111	0.024336738	0	0.57672
110	0	train	4.20623064	0.784783924	3.396624279	0.024822413	0	0.54108
110	1	train	4.328523064	0.787999701	3.515455437	0.025067833	0	0.5809
111	0	train	4.203937435	0.773481333	3.404561996	0.025894088	0	0.56719
111	1	train	4.201154232	0.779150808	3.396282291	0.02572127	0	0.58433
112	0	train	4.233126163	0.776721776	3.429952765	0.026451749	0	0.56221
112	1	train	4.114097023	0.766974616	3.320414829	0.026707529	0	0.58343
113	0	train	4.134225082	0.768895471	3.338129282	0.027200351	0	0.57569
113	1	train	4.166520882	0.767385232	3.371651983	0.027483601	0	0.57595
114	0	train	4.124587154	0.751714158	3.34495697	0.027916006	0	0.5761
114	1	train	4.103072453	0.772901142	3.301957226	0.028214023	0	0.58212
115	0	train	4.078077126	0.753955007	3.295405579	0.028716581	0	0.54467
115	1	train	4.076585913	0.768191338	3.279281855	0.029112725	0	0.5978
116	0	train	4.020671606	0.753587902	3.237438345	0.029645319	0	0.55883
116	1	train	4.007604551	0.749868	3.227753592	0.029982986	0	0.57615
117	0	train	4.078695393	0.742045665	3.306253529	0.030396117	0	0.58313
117	1	train	3.958442879	0.77019242	3.157484627	0.030765826	0	0.56854
118	0	train	4.004408073	0.745771027	3.22741251	0.031224581	0	0.56687
118	1	train	3.961241579	0.742178285	3.187336159	0.031727109	0	0.59677
119	0	train	3.989219427	0.764955974	3.19218936	0.032074113	0	0.5653
119	1	train	3.920233917	0.717046869	3.170591116	0.032596013	0	0.57165
120	0	train	3.897946119	0.744101942	3.120635128	0.033209026	0	0.55147
120	1	train	3.923631907	0.729697001	3.160295343	0.033639535	0	0.56834
121	0	train	3.87434864	0.754600561	3.085609722	0.034138282	0	0.57578
121	1	train	3.871263933	0.713726711	3.123156834	0.034380504	0	0.5816
122	0	train	3.807687378	0.713144028	3.059450865	0.035092445	0	0.57487
122	1	train	3.896096706	0.75109607	3.109705257	0.03529534	0	0.59159
123	0	train	3.811432695	0.726387751	3.049173403	0.035871561	0	0.55423
123	1	train	3.823164558	0.723475218	3.063135862	0.036553439	0	0.58197
124	0	train	3.78678751	0.718817174	3.03047905	0.037491304	0	0.56766
124	1	train	3.787702799	0.709312725	3.041311169	0.037078926	0	0.57914
125	0	train	3.675353861	0.693405473	2.943787289	0.038161035	0	0.53906
125	1	train	3.771455908	0.730452645	3.002693224	0.038310011	0	0.58596
126	0	train	3.738915491	0.717994153	2.98213768	0.038783605	0	0.58076
126	1	train	3.682278872	0.706408751	2.936505413	0.039364728	0	0.57516
127	0	train	3.662611389	0.712126458	2.910045528	0.04043937	0	0.5708
127	1	train	3.650091553	0.704540706	2.905315018	0.0402358	0	0.58608
128	0	train	3.632471704	0.706252718	2.885190773	0.041028193	0	0.56682
128	1	train	3.651423454	0.700554776	2.909493732	0.041374929	0	0.57925
129	0	train	3.616122675	0.694492209	2.879504633	0.042125722	0	0.57766
129	1	train	3.60456872	0.712454975	2.849286509	0.042827182	0	0.57437
130	0	train	3.470341301	0.664040518	2.762982082	0.043318789	0	0.54454
130	1	train	3.659523678	0.732782614	2.882438278	0.044302735	0	0.5811
131	0	train	3.564596415	0.712277746	2.807472324	0.044846348	0	0.56775
131	1	train	3.500611305	0.681824791	2.773789501	0.044996976	0	0.58123
132	0	train	3.541729689	0.695623553	2.800723362	0.045382823	0	0.57723
132	1	train	3.4371418	0.675307977	2.715045643	0.04678821	0	0.57762
133	0	train	3.43294034	0.69768281	2.688034248	0.047223245	0	0.57268
133	1	train	3.481417131	0.673233712	2.760834455	0.047349051	0	0.57797
134	0	train	3.52395463	0.720181167	2.75544982	0.048323594	0	0.56954
134	1	train	3.366976023	0.648541069	2.670146847	0.048288096	0	0.57991
135	0	train	3.386199903	0.674402881	2.662497902	0.049299175	0	0.53881
135	1	train	3.396252871	0.686269581	2.660118675	0.04986458	0	0.58503
136	0	train	3.337196445	0.658823538	2.628113461	0.050259443	0	0.57245
136	1	train	3.373741531	0.680001152	2.642912388	0.050828063	0	0.58297
137	0	train	3.327313137	0.655984497	2.619949389	0.0513793	0	0.56228
137	1	train	3.357876301	0.688716805	2.61701889	0.052140613	0	0.59325
138	0	train	3.307112265	0.6344396	2.620044231	0.052628382	0	0.56217
138	1	train	3.30780158	0.698472822	2.556012821	0.053315874	0	0.58145
139	0	train	3.273655748	0.666406941	2.553078794	0.054169974	0	0.56604
139	1	train	3.256926727	0.660650682	2.542130756	0.054145294	0	0.5871
140	0	train	3.274288607	0.663629091	2.556008482	0.054651041	0	0.54291
140	1	train	3.226693296	0.662871134	2.50812974	0.055692434	0	0.58802
141	0	train	3.196396255	0.642177904	2.498051119	0.056167256	0	0.56377
141	1	train	3.216763306	0.669629872	2.49057889	0.056554558	0	0.57839
142	0	train	3.271417427	0.672199941	2.542508841	0.05670872	0	0.56781
142	1	train	3.100851583	0.623280978	2.41980958	0.057760999	0	0.58046
143	0	train	3.178449965	0.651705337	2.468164635	0.058580032	0	0.57771
143	1	train	3.100735712	0.655366766	2.387219238	0.058149744	0	0.56425
144	0	train	3.169743061	0.64234153	2.467909956	0.05949166	0	0.58385
144	1	train	3.094997311	0.65415858	2.380732679	0.060106026	0	0.58388
145	0	train	3.027550983	0.6517995	2.31517477	0.060576677	0	0.55433
145	1	train	3.164711189	0.6489411	2.455023956	0.06074616	0	0.5843
146	0	train	3.019972897	0.626367724	2.33212657	0.061478668	0	0.55863
146	1	train	3.056594515	0.657325375	2.336773777	0.062495369	0	0.58557
147	0	train	2.99130578	0.643781209	2.284188271	0.063336241	0	0.57369
147	1	train	2.99570756	0.635455716	2.296886826	0.063365036	0	0.58376
148	0	train	2.960841513	0.64050324	2.256371021	0.063967292	0	0.5691
148	1	train	2.987184095	0.622626877	2.299576712	0.064980495	0	0.58045
149	0	train	2.988838863	0.634013581	2.289434528	0.065390779	0	0.57933
149	1	train	2.896611071	0.626554966	2.203930426	0.066125734	0	0.57406
150	0	train	2.931175089	0.640576804	2.223309469	0.067288806	0	0.54403
150	1	train	2.90576601	0.618542981	2.220447779	0.066775191	0	0.57836
151	0	train	2.855789471	0.606675708	2.181419802	0.067693919	0	0.57672
151	1	train	2.904729939	0.63732481	2.198660707	0.068744385	0	0.58027
152	0	train	2.839371967	0.610517752	2.159761715	0.069092487	0	0.57319
152	1	train	2.859024715	0.633570766	2.156240368	0.069213569	0	0.57542
153	0	train	2.802255297	0.617502189	2.114546967	0.070206092	0	0.57511
153	1	train	2.874054384	0.618530631	2.184803224	0.070720506	0	0.58518
154	0	train	2.837435627	0.626183963	2.139920998	0.071330677	0	0.5651
154	1	train	2.728809071	0.609610295	2.047249413	0.071949309	0	0.58209
155	0	train	2.762258434	0.599530923	2.089958405	0.072769025	0	0.54506
155	1	train	2.813478184	0.631330156	2.10959394	0.072554103	0	0.58079
156	0	train	2.723518515	0.606868017	2.042845249	0.073805237	0	0.58951
156	1	train	2.765320826	0.616073787	2.075261831	0.073985213	0	0.56665
157	0	train	2.7171731	0.607463384	2.034883428	0.074826249	0	0.57669
157	1	train	2.654437351	0.606190658	1.973008585	0.075238158	0	0.57786
158	0	train	2.700866508	0.60800302	2.016848612	0.07601476	0	0.57535
158	1	train	2.636806726	0.598962414	1.961032081	0.076812257	0	0.58132
159	0	train	2.651526928	0.587179005	1.98677907	0.07756881	0	0.57165
159	1	train	2.636040211	0.614062619	1.943158054	0.078819512	0	0.58605
160	0	train	2.637112284	0.599442768	1.959003925	0.078665592	0	0.53187
160	1	train	2.629312658	0.599950337	1.949747324	0.079615001	0	0.58535
161	0	train	2.622357082	0.59879669	1.94307549	0.080484854	0	0.56342
161	1	train	2.602444029	0.590035522	1.931608319	0.08080025	0	0.59128
162	0	train	2.583183813	0.606523728	1.894350624	0.082309414	0	0.5726
162	1	train	2.543459082	0.581971598	1.879969954	0.081517571	0	0.58819
163	0	train	2.55425458	0.57891711	1.892180133	0.083157244	0	0.57537
163	1	train	2.555636883	0.60344485	1.869347119	0.082844912	0	0.57184
164	0	train	2.533179283	0.597091413	1.85196209	0.084125796	0	0.59039
164	1	train	2.536922455	0.581696928	1.871289921	0.083935665	0	0.57309
165	0	train	2.494093657	0.579744494	1.829976368	0.084372787	0	0.55026
165	1	train	2.49011364	0.579672098	1.824340534	0.08610099	0	0.57206
166	0	train	2.453154182	0.581250858	1.786216331	0.085686907	0	0.57182
166	1	train	2.455237913	0.58847388	1.779496145	0.087267925	0	0.58204
167	0	train	2.480012226	0.587736869	1.804371905	0.087903489	0	0.57
167	1	train	2.383442068	0.564089274	1.732057762	0.087294981	0	0.5792
168	0	train	2.374294662	0.58547821	1.699593377	0.089223047	0	0.57412
168	1	train	2.443073082	0.569169521	1.784744382	0.089159185	0	0.58157
169	0	train	2.353899622	0.578981876	1.684746361	0.090171431	0	0.58664
169	1	train	2.437856865	0.58126272	1.766339684	0.090254508	0	0.56921
170	0	train	2.430466413	0.580072188	1.759618568	0.090775715	0	0.55398
170	1	train	2.337741756	0.569208634	1.676614499	0.091918559	0	0.56964
171	0	train	2.305089521	0.56701473	1.645111275	0.092963544	0	0.57538
171	1	train	2.375652981	0.569065285	1.714797831	0.0917899	0	0.58152
172	0	train	2.306586742	0.558157516	1.65489471	0.093534474	0	0.56859
172	1	train	2.358647823	0.57710464	1.687858105	0.093685098	0	0.58498
173	0	train	2.358289719	0.574037063	1.688859153	0.095393479	0	0.56714
173	1	train	2.208394003	0.557040274	1.557201195	0.094152556	0	0.58303
174	0	train	2.308347368	0.568103695	1.644157147	0.09608652	0	0.57986
174	1	train	2.23760519	0.553522027	1.589027452	0.095055681	0	0.5748
175	0	train	2.307449245	0.557232153	1.653994322	0.096222718	0	0.52859
175	1	train	2.21705718	0.560284877	1.560523772	0.096248567	0	0.60179
176	0	train	2.253104925	0.585099614	1.569639874	0.098365453	0	0.56655
176	1	train	2.207094002	0.532042122	1.578516316	0.096535516	0	0.59074
177	0	train	2.210807276	0.54737972	1.565078402	0.098349182	0	0.56884
177	1	train	2.216437578	0.555756426	1.5619169	0.098764223	0	0.58227
178	0	train	2.153375173	0.551183426	1.503270531	0.098921226	0	0.57505
178	1	train	2.186311913	0.55031749	1.535539532	0.100455028	0	0.57778
179	0	train	2.131625748	0.551383042	1.479877543	0.100365168	0	0.57124
179	1	train	2.181917763	0.53713994	1.544587612	0.100190215	0	0.58682
180	0	train	2.169903898	0.540270257	1.528768373	0.100865264	0	0.54076
180	1	train	2.094451761	0.541970706	1.450264144	0.10221692	0	0.58045
181	0	train	2.144057822	0.539739752	1.502484369	0.10183375	0	0.57025
181	1	train	2.0534302	0.538212562	1.412612581	0.102605021	0	0.57986
182	0	train	2.077847838	0.542532051	1.432149434	0.103166358	0	0.57607
182	1	train	2.054215336	0.534299326	1.416094303	0.103821659	0	0.58209
183	0	train	2.063377047	0.542771935	1.416420889	0.104184231	0	0.57439
183	1	train	2.024248505	0.532189691	1.387202096	0.104856725	0	0.58383
184	0	train	2.007409811	0.53223877	1.369469333	0.105701743	0	0.57709
184	1	train	2.041284275	0.526545268	1.410509872	0.104229119	0	0.57851
185	0	train	2.031454754	0.539426351	1.385458398	0.106570074	0	0.56173
185	1	train	1.9625494	0.523075795	1.33408258	0.105391	0	0.56035
186	0	train	1.955145717	0.518674141	1.330415606	0.106055997	0	0.58116
186	1	train	2.025804186	0.532532823	1.385968852	0.107302527	0	0.5812
187	0	train	1.914337206	0.525169945	1.281774235	0.107393073	0	0.56764
