id,reconstruct_smiles,raw_smiles,tanimoto_similarity,reconstruct_molwt,reconstruct_logp,raw_molwt,raw_logp,delta_molwt,delta_logp
11,CCCCCSc1ncnn1N,CCCCCCSc1ncnn1N,0.980237154,186.28400000000002,1.2741999999999998,200.311,1.6642999999999997,-14.026999999999987,-0.3900999999999999
12,Oc1ccccc1C=Nc1ccccc1O,Cc1ccc(O)c(/C=N/c2ccccc2O)c1,0.862068966,213.23600000000002,2.848400000000001,227.26300000000003,3.1568200000000006,-14.027000000000015,-0.3084199999999995
13,Cc1ccc(/C=N/NC(N)=S)cc1,NC(=S)N/N=C\c1ccc(C(=O)O)cc1,0.655172414,193.275,1.16212,223.257,0.5518999999999996,-29.982,0.6102200000000004
14,Cc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)cc1,CC(=O)COc1ccc(C(=O)/C=C/c2ccc(C)cc2)cc1,0.526785714,265.356,3.9571200000000024,294.34999999999997,3.858920000000003,-28.99399999999997,0.0981999999999994
15,CC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1.[I-],CCCCC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1.[I-],0.913752914,399.207,-1.098999999999999,441.288,0.07130000000000081,-42.08100000000002,-1.1703
16,Cc1ccc(NCc2ccc([N+](=O)[O-])o2)cc1,Cc1ccc(C2Nc3ccccc3SC2=O)cc1,0.243770314,232.239,3.1083200000000017,255.342,3.780520000000002,-23.10300000000001,-0.6722000000000001
17,COc1ccc(/C=C/c2nc3ccccc3[nH]c2=O)cc1,COc1ccc(/C=C/c2nc3ccc(C)cc3[nH]c2=O)cc1,0.905132193,278.311,3.102100000000001,292.338,3.4105200000000018,-14.027000000000044,-0.3084200000000008
18,C/C(=N\c1ccccc1Cl)c1c(O)cc(C)oc1=O,C/C(=N\c1ccccc1)c1c(O)cc(C)oc1=O,0.901763224,277.707,3.4479200000000017,243.26199999999994,2.7945200000000003,34.44500000000005,0.6534000000000013
19,C[NH+]1CCN(CCO)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Cn1cc[n+](CCO)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.444730077,411.346,-1.174199999999997,407.314,0.3641999999999996,4.031999999999982,-1.5383999999999967
20,NC(=S)N/N=C/c1ccccc1O,NC(=S)N/N=C\c1ccc(C(=O)O)cc1,0.451923077,195.247,0.5593000000000001,223.257,0.5518999999999996,-28.00999999999999,0.007400000000000517
21,Cc1ncc[nH]1,Clc1ncc[nH]1,0.4,82.106,0.7181199999999999,102.52399999999999,1.0631,-20.417999999999992,-0.34498000000000006
22,NC(=S)N/N=C/c1cccnc1,NC(=S)N/N=C/c1ccncc1,0.553191489,180.23600000000002,0.24869999999999998,180.23600000000002,0.24869999999999975,0.0,2.220446049250313e-16
