reconstruct_smiles,raw_smiles,tanimoto_similarity,Concentration_mM,IE_abs
Cc1ccc(/C=N/NC(N)=S)cc1,NC(=S)N/N=C\c1ccc(C(=O)O)cc1,0.655172414,0.1,0.09533541666666667
Cc1ccc(/C=N/NC(N)=S)cc1,NC(=S)N/N=C\c1ccc(C(=O)O)cc1,0.655172414,0.05,0.09888883333333331
Cc1ccc(/C=N/NC(N)=S)cc1,NC(=S)N/N=C\c1ccc(C(=O)O)cc1,0.655172414,0.05,0.09888883333333331
Cc1ccc(/C=N/NC(N)=S)cc1,NC(=S)N/N=C\c1ccc(C(=O)O)cc1,0.655172414,0.2,0.11505713095238068
Cc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)cc1,CC(=O)COc1ccc(C(=O)/C=C/c2ccc(C)cc2)cc1,0.526785714,1.0,0.06990149999999884
Cc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)cc1,CC(=O)COc1ccc(C(=O)/C=C/c2ccc(C)cc2)cc1,0.526785714,0.001,0.007978500000000666
CC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1.[I-],CCCCC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1.[I-],0.913752914,1.0,0.004464999999998054
CC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1.[I-],CCCCC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1.[I-],0.913752914,0.1,0.1418178333333346
CC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1.[I-],CCCCC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1.[I-],0.913752914,0.5,0.018663000000001206
CC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1.[I-],CCCCC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1.[I-],0.913752914,0.05,0.20636000000000004
Cc1ccc(NCc2ccc([N+](=O)[O-])o2)cc1,Cc1ccc(C2Nc3ccccc3SC2=O)cc1,0.243770314,1.0,0.003137452380951977
Cc1ccc(NCc2ccc([N+](=O)[O-])o2)cc1,Cc1ccc(C2Nc3ccccc3SC2=O)cc1,0.243770314,0.1,0.2811382499999987
Cc1ccc(NCc2ccc([N+](=O)[O-])o2)cc1,Cc1ccc(C2Nc3ccccc3SC2=O)cc1,0.243770314,0.01,0.2107449999999993
COc1ccc(/C=C/c2nc3ccccc3[nH]c2=O)cc1,COc1ccc(/C=C/c2nc3ccc(C)cc3[nH]c2=O)cc1,0.905132193,0.1,0.014424000000001214
COc1ccc(/C=C/c2nc3ccccc3[nH]c2=O)cc1,COc1ccc(/C=C/c2nc3ccc(C)cc3[nH]c2=O)cc1,0.905132193,0.01,0.0300640000000012
COc1ccc(/C=C/c2nc3ccccc3[nH]c2=O)cc1,COc1ccc(/C=C/c2nc3ccc(C)cc3[nH]c2=O)cc1,0.905132193,0.05,0.012187499999997464
C/C(=N\c1ccccc1Cl)c1c(O)cc(C)oc1=O,C/C(=N\c1ccccc1)c1c(O)cc(C)oc1=O,0.901763224,1.0,0.021683000000002672
C/C(=N\c1ccccc1Cl)c1c(O)cc(C)oc1=O,C/C(=N\c1ccccc1)c1c(O)cc(C)oc1=O,0.901763224,0.1,0.005789500000000558
C/C(=N\c1ccccc1Cl)c1c(O)cc(C)oc1=O,C/C(=N\c1ccccc1)c1c(O)cc(C)oc1=O,0.901763224,0.01,0.04532649999999938
C/C(=N\c1ccccc1Cl)c1c(O)cc(C)oc1=O,C/C(=N\c1ccccc1)c1c(O)cc(C)oc1=O,0.901763224,0.001,0.032813999999998456
C[NH+]1CCN(CCO)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Cn1cc[n+](CCO)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.444730077,1.0,0.09546950000000082
C[NH+]1CCN(CCO)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Cn1cc[n+](CCO)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.444730077,2.0,0.040829500000000685
NC(=S)N/N=C/c1ccccc1O,NC(=S)N/N=C\c1ccc(C(=O)O)cc1,0.451923077,0.1,0.11063954761904793
NC(=S)N/N=C/c1ccccc1O,NC(=S)N/N=C\c1ccc(C(=O)O)cc1,0.451923077,0.05,0.09877475595238094
NC(=S)N/N=C/c1ccccc1O,NC(=S)N/N=C\c1ccc(C(=O)O)cc1,0.451923077,0.05,0.09877475595238094
NC(=S)N/N=C/c1ccccc1O,NC(=S)N/N=C\c1ccc(C(=O)O)cc1,0.451923077,0.2,0.12170116666666608
Cc1ncc[nH]1,Clc1ncc[nH]1,0.4,1.0,0.1974765000000004
Cc1ncc[nH]1,Clc1ncc[nH]1,0.4,0.1,0.2017250000000004
Cc1ncc[nH]1,Clc1ncc[nH]1,0.4,0.5,0.22238500000000042
Cc1ncc[nH]1,Clc1ncc[nH]1,0.4,5.0,0.24023450000000085
NC(=S)N/N=C/c1cccnc1,NC(=S)N/N=C/c1ccncc1,0.553191489,1.0,0.03534766666666456
NC(=S)N/N=C/c1cccnc1,NC(=S)N/N=C/c1ccncc1,0.553191489,0.5,0.028019178571429326
NC(=S)N/N=C/c1cccnc1,NC(=S)N/N=C/c1ccncc1,0.553191489,0.25,0.01870061904761855
