0.28	 0.001
0.9219	 5.0
0.808	 0.05
0.892	 1.0
0.922	 0.1
0.864	 0.05
0.821	 0.001
0.34	 0.1
0.71	 0.01
0.9496	 0.25
0.918	 0.05
0.85	 1.0
0.5033	 0.01
0.85	 0.01
0.71	 0.15
0.92	 0.1
0.5383	 0.001
0.423	 0.1
0.902	 1.0
0.9688	 1.0
0.78	 0.1
0.4	 0.2
0.793	 0.1
0.8296	 1.0
0.37	 0.1
0.782	 0.1
0.636	 0.005
0.944	 1.0
0.111	 0.1
0.51	 0.005
0.84	 0.1
0.929	 1.0
0.959	 1.0
0.96	 0.2
0.93	 5.0
0.931	 0.0075
0.4603	 0.5
0.8754	 0.5
0.2	 0.5
0.87	 0.1
0.7703	 0.1
0.85	 0.1
0.72	 0.1
0.9085	 1.0
0.92	 0.1
0.844	 0.29
0.88	 0.5
0.936	 5.0
0.544	 0.005
0.83	 1.0
0.8733	 0.05
0.931	 0.25
0.925	 1.0
0.874	 1.0
0.934	 1.0
0.94	 0.01
0.7259	 0.1
0.902	 2.0
0.5803	 0.01
0.937	 1.0
0.9227	 1.0
0.68	 0.001
0.477	 1.0
0.68	 0.1
0.836	 0.4
0.866	 0.1
0.888	 1.0
0.9036	 0.5
0.84	 0.4
0.707	 0.5
0.93	 5.0
0.866	 0.5
0.8835	 0.1
0.845	 0.01
0.858	 0.021
0.903	 0.01
0.985	 1.0
0.7287	 0.1
0.798	 0.5
0.9237	 0.1
0.69	 1.0
0.865	 1.0
0.0842	 0.5
0.86	 0.3
0.627	 0.001
0.543	 0.1
0.965	 1.0
0.8539	 0.1
0.81	 1.0
0.699	 1.0
0.922	 0.01
0.8526	 0.1
0.8208	 0.05
0.6994	 0.01
0.992	 0.1
0.94	 5.0
0.84	 1.0
0.883	 0.1
0.86	 0.1
0.4377	 1.0
0.56	 0.5
0.826	 0.1
0.965	 0.1
0.75	 0.5
0.65	 0.001
0.9094	 0.5
0.912	 1.0
0.931	 0.01
0.981	 0.5
0.937	 1.0
0.7852	 0.1
0.886	 1.0
0.988	 1.0
0.912	 0.1
0.218	 0.1
0.782	 0.01
0.743	 0.5
0.9707	 1.0
0.808	 0.1
0.725	 0.01
0.936	 1.0
0.171	 0.5
0.53	 0.001
0.863	 0.8
0.873	 0.01
0.87	 1.0
0.87	 0.01
0.738	 0.01
0.78	 0.5
0.73	 0.2
0.8988	 0.01
0.86	 0.5
0.881	 0.5
0.93	 1.0
0.969	 0.001
0.853	 1.0
0.919	 1.0
0.15	 0.05
0.851	 1.0
0.7889	 0.05
0.137	 1.0
0.7223	 0.1
0.32	 0.1
0.989	 1.0
0.967	 0.5
0.74	 0.001
0.5951	 0.01
0.481	 0.5
0.728	 1.0
0.8224	 0.01
0.8337	 1.0
0.889	 0.2
0.7482	 0.5
0.7287	 0.1
0.938	 1.0
0.8913	 0.5
0.919	 1.0
0.6268	 0.01
0.872	 0.05
0.934	 1.0
0.937	 0.3
0.784	 1.0
0.911	 1.0
0.926	 1.0
0.907	 0.1
0.792	 0.001
0.845	 1.0
0.9814	 1.0
0.775	 0.1
0.511	 0.05
0.653	 0.1
0.9069	 0.05
0.9185	 0.2
0.9654	 1.0
0.858	 0.0015
0.875	 2.0
0.936	 0.05
0.99	 1.0
0.986	 1.0
0.737	 0.1
0.84	 0.01
0.9559	 0.25
0.96	 1.0
0.866	 0.01
0.85	 0.4
0.918	 0.2
0.919	 5.0
0.8528	 0.05
0.9776	 1.0
0.836	 0.1
0.9544	 1.2
0.768	 0.01
0.855	 0.5
0.886	 0.05
0.85	 0.01
0.491	 0.001
0.882	 0.01
0.81	 0.01
0.76	 0.5
0.9218	 0.1
0.9287	 0.1
0.6573	 0.1
0.88	 1.0
0.839	 0.017
0.584	 0.5
0.883	 0.01
0.89	 0.01
0.87	 0.01
0.58	 0.4
0.65	 0.2
0.8913	 1.0
0.93	 0.001
0.953	 0.5
0.7	 0.5
0.716	 1.0
0.8572	 2.0
0.8726	 0.4
0.9161	 0.5
0.984	 1.0
0.84	 0.5
0.6387	 1.0
0.845	 0.01
0.883	 0.5
0.8539	 0.1
0.974	 1.0
0.9743	 1.2
0.892	 1.0
0.898	 0.05
0.842	 0.2
0.91	 1.0
0.8691	 0.05
0.9474	 1.0
0.738	 0.01
0.451	 0.5
0.945	 0.25
0.89	 1.0
0.872	 0.01
0.741	 0.1
0.97	 1.0
0.842	 0.5
0.9308	 1.0
0.9636	 0.05
0.836	 0.01
0.893	 0.5
0.685	 1.0
0.75	 0.05
0.178	 0.5
0.9103	 1.0
0.946	 1.0
0.397	 0.01
0.971	 1.0
0.8174	 0.01
0.969	 1.0
0.873	 0.01
0.678	 1.0
0.8741	 0.1
0.8547	 0.5
0.81	 0.1
0.967	 5.0
0.885	 0.1
0.921	 0.3
0.6798	 0.05
0.802	 0.009
0.3104	 1.25
0.6493	 0.01
0.971	 1.0
0.95	 5.0
0.83	 1.0
0.949	 1.0
0.7047	 0.01
0.892	 1.0
0.948	 1.0
0.95	 5.0
0.758	 0.1
0.9256	 0.27
0.755	 0.05
0.9465	 1.0
0.8974	 0.01
0.421	 0.5
0.87	 0.01
0.43	 0.01
0.966	 4.0
0.861	 0.005
0.92	 2.0
0.761	 1.0
0.953	 0.01
0.957	 0.05
0.77	 0.01
0.94	 0.5
0.95	 1.0
0.882	 0.1
0.9072	 0.1
0.92	 0.01
0.5036	 0.01
0.902	 1.0
0.715	 0.2
0.4534	 0.01
0.7769	 0.01
0.608	 0.001
0.824	 1.0
0.853	 0.005
0.89	 1.0
0.9273	 0.05
0.822	 0.01
0.56	 0.05
0.815	 0.1
0.879	 1.0
0.963	 0.5
0.626	 1.0
0.7	 0.1
0.92	 1.0
0.66	 0.5
0.77	 1.0
0.923	 0.1
0.8898	 5.0
0.587	 0.05
0.927	 0.1
0.53	 0.5
0.6611	 0.01
0.9711	 1.0
0.9418	 0.05
0.6264	 0.01
0.93	 1.0
0.924	 1.0
0.784	 1.0
0.537	 0.001
0.502	 0.5
0.724	 0.005
0.94	 1.0
0.903	 1.0
0.8048	 0.001
0.898	 0.1
0.734	 5.0
0.854	 0.1
0.9273	 0.5
0.699	 1.0
0.935	 1.0
0.872	 0.1
0.8845	 0.05
0.5738	 1.0
0.97	 0.5
0.497	 0.5
0.93	 5.0
0.885	 0.05
0.7429	 0.1
0.7763	 0.05
0.817	 0.001
0.685	 0.01
0.7533	 0.05
0.89	 2.5
0.9167	 0.5
0.794	 1.0
0.892	 0.6
0.693	 0.5
0.74	 0.5
0.89	 0.5
0.8114	 1.0
0.9194	 1.0
0.264	 0.1
0.246	 0.1
0.9219	 0.5
0.813	 0.01
0.9227	 1.0
0.914	 0.1
0.8183	 0.05
0.8106	 0.001
0.932	 0.01
0.4472	 0.01
0.8	 0.5
0.8524	 0.05
0.444	 0.5
0.789	 0.1
0.838	 0.1
0.786	 0.01
0.924	 0.01
0.703	 0.5
0.307	 0.05
0.8966	 0.1
0.993	 0.12
0.853	 1.0
0.934	 1.0
0.71	 0.01
0.939	 0.01
0.843	 0.1
0.72	 0.05
0.802	 0.5
0.962	 0.5
0.989	 3.0
0.8118	 1.0
0.264	 1.0
0.8773	 0.001
0.45	 0.1
0.89	 1.0
0.943	 0.5
0.9544	 1.0
0.928	 1.0
0.7179	 0.1
0.88	 0.05
0.87	 0.01
0.9	 1.0
0.886	 1.0
0.5863	 5.0
0.9653	 1.0
0.916	 5.0
0.93	 1.0
0.857	 0.5
0.889	 5.0
0.9702	 3.0
0.69	 0.01
0.96	 0.1
0.4089	 0.1
0.675	 0.0075
0.9466	 0.25
0.706	 0.01
0.994	 0.18
0.394	 0.1
0.964	 0.5
0.903	 0.1
0.902	 0.001
0.88	 0.5
0.9258	 0.01
0.94	 1.0
0.949	 5.0
0.57	 0.1
0.95	 0.1
0.8715	 0.1
0.631	 0.25
0.9441	 1.0
0.807	 5.0
0.957	 0.1
0.852	 1.0
0.943	 0.1
0.862	 0.01
0.927	 0.01
0.976	 1.0
0.8215	 0.05
0.877	 0.5
0.903	 1.0
0.88	 0.05
0.978	 1.0
0.9632	 0.5
0.668	 0.001
0.52	 1.0
0.9465	 0.5
0.716	 0.001
0.952	 1.0
0.828	 0.001
0.8733	 0.1
0.71	 0.1
0.908	 1.0
0.743	 0.01
0.86	 0.01
0.6168	 0.01
0.9727	 1.0
0.909	 1.0
0.93	 1.0
0.9	 0.5
0.98	 0.01
0.465	 0.05
0.9	 0.5
0.85	 0.01
0.0542	 0.25
0.71	 0.01
0.9207	 1.0
0.692	 0.5
0.847	 2.0
0.786	 2.0
0.862	 1.25
0.8048	 0.5
0.6865	 0.01
0.805	 1.0
0.8227	 0.05
0.916	 2.0
0.942	 1.0
0.739	 0.5
0.9425	 0.25
0.874	 0.1
0.9535	 0.1
0.75	 1.0
0.9	 0.8
0.827	 0.1
0.9806	 1.0
0.887	 1.0
0.9425	 0.05
0.8875	 0.5
0.9022	 1.0
0.9464	 0.25
0.95	 0.1
0.5526	 1.0
0.7855	 0.01
0.7996	 0.5
0.859	 0.001
0.921	 0.5
0.671	 0.01
0.595	 1.0
0.62	 1.0
0.802	 0.15
0.75	 0.1
0.745	 0.001
0.8999	 0.075
0.633	 0.001
0.89	 0.25
0.939	 0.01
0.8155	 0.01
0.33	 0.001
0.841	 0.5
0.7316	 0.1
0.969	 1.0
0.9218	 0.1
0.667	 0.005
0.8112	 0.2
0.8337	 0.075
0.579	 0.005
0.519	 1.0
0.849	 0.001
0.59	 0.001
0.94	 5.0
0.83	 0.005
0.9287	 0.25
0.987	 1.0
0.963	 0.8
0.761	 0.01
0.5679	 1.0
0.864	 1.0
0.921	 1.0
0.919	 0.1
0.9127	 0.5
0.7638	 0.001
0.57	 0.001
0.891	 1.0
0.9204	 0.1
0.893	 0.1
0.748	 1.0
0.809	 0.01
0.759	 1.0
0.91	 1.0
0.764	 0.6
0.864	 0.001
0.871	 0.1
0.757	 1.0
0.963	 1.0
0.959	 0.5
0.8217	 0.5
0.973	 1.0
0.916	 1.0
0.861	 1.0
0.9681	 0.25
0.3984	 1.0
0.7495	 0.05
0.838	 0.5
0.8291	 2.5
0.898	 1.0
0.86	 5.0
0.873	 0.01
0.914	 5.0
0.557	 0.1
0.77	 0.05
0.879	 0.4
0.631	 0.05
0.813	 0.05
0.843	 0.01
0.827	 1.0
0.9075	 0.25
0.772	 5.0
0.86	 0.05
0.9418	 1.0
0.695	 0.1
0.91	 0.5
0.87	 1.0
0.865	 0.001
0.942	 0.1
0.851	 0.5
0.86	 1.0
0.259	 0.1
0.958	 1.0
0.906	 0.5
0.454	 0.5
0.9	 1.0
0.897	 1.0
0.897	 0.05
0.8881	 1.4
0.935	 1.0
0.92	 0.5
0.95	 1.0
0.84	 0.01
0.79	 0.01
0.952	 0.01
0.397	 0.01
0.942	 0.001
0.951	 0.5
0.962	 0.1
0.821	 2.0
0.607	 1.0
0.826	 0.05
0.93	 1.0
0.79	 0.1
0.89	 5.0
0.609	 0.01
0.96	 0.1
0.909	 2.0
0.9265	 0.25
0.624	 0.1
0.7502	 0.5
0.957	 0.8
0.8041	 0.25
0.755	 0.01
0.7	 0.1
0.98	 1.0
0.6934	 0.5
0.92	 0.1
0.25	 0.01
0.9739	 0.5
0.8623	 0.001
0.8698	 1.5
0.9278	 0.1
0.828	 1.0
0.432	 0.01
0.935	 1.0
0.722	 0.01
0.743	 0.01
0.7678	 0.05
0.65	 0.1
0.891	 2.0
0.819	 1.0
0.83	 0.01
0.868	 1.0
0.92	 1.5
0.928	 0.001
0.967	 1.0
0.8291	 0.25
0.945	 0.001
0.893	 0.01
0.91	 1.0
0.546	 1.0
0.74	 0.01
0.954	 0.1
0.756	 0.05
0.991	 0.01
0.876	 0.05
0.77	 0.5
0.78	 0.001
0.881	 0.1
0.9345	 1.0
0.877	 1.0
0.909	 0.1
0.63	 1.0
0.8	 1.0
0.8	 0.01
0.977	 1.0
0.956	 0.1
0.64	 0.01
0.82	 0.01
0.9346	 1.0
0.948	 0.01
0.9681	 2.5
0.7176	 0.1
0.968	 1.0
0.896	 0.1
0.922	 0.1
0.662	 1.0
0.94	 5.0
0.63	 0.1
0.7318	 0.1
0.908	 0.2
0.848	 0.1
0.9666	 1.0
0.86	 0.5
0.4472	 0.01
0.67	 0.2
0.9803	 1.0
0.903	 0.1
0.9271	 0.8
0.916	 0.1
0.597	 5.0
0.972	 0.05
0.8862	 1.0
0.888	 1.0
0.471	 0.1
0.595	 1.0
0.864	 0.1
0.9397	 1.2
0.768	 0.001
0.813	 0.1
0.8537	 1.0
0.864	 0.1
0.9301	 0.5
0.925	 0.1
0.241	 1.0
0.79	 0.1
0.71	 0.05
0.5068	 0.05
0.75	 0.01
0.96	 1.0
0.911	 0.1
0.61	 0.001
0.6362	 1.0
0.928	 0.1
0.958	 1.0
0.71	 0.005
0.7797	 1.0
0.413	 0.5
0.817	 0.01
0.8458	 0.1
0.71	 0.1
0.773	 0.017
0.563	 3.0
0.68	 1.0
0.832	 1.0
0.7316	 1.0
0.9	 1.0
0.8708	 0.75
0.7687	 0.1
0.145	 0.01
0.9491	 0.1
0.946	 0.01
0.868	 0.01
0.748	 1.0
0.835	 0.1
0.7492	 0.05
0.973	 0.5
0.946	 0.1
0.61	 0.5
0.904	 0.01
0.786	 0.05
0.9127	 1.0
0.1569	 1.25
0.197	 0.001
0.9653	 0.5
0.7754	 0.001
0.721	 0.001
0.611	 0.001
0.5062	 1.0
0.789	 0.001
0.6287	 0.01
0.7824	 0.25
0.87	 1.0
0.45	 0.1
0.954	 1.0
0.8111	 1.0
0.553	 1.0
0.862	 0.1
0.7983	 0.5
0.86	 0.1
0.905	 0.1
0.94	 0.05
0.964	 1.0
0.9031	 0.1
0.7808	 0.05
0.635	 0.1
0.851	 0.1
0.732	 0.01
0.44	 0.01
0.423	 0.1
0.78	 0.01
0.99	 0.1
0.818	 0.5
0.8645	 0.5
0.577	 0.1
0.787	 1.0
0.987	 1.0
0.93	 1.0
0.824	 1.0
0.863	 2.0
0.93	 1.2
0.94	 1.0
0.5936	 0.5
0.85	 0.001
0.8194	 0.5
0.878	 0.01
0.6798	 0.05
0.814	 1.0
0.455	 0.5
0.679	 0.001
0.8549	 0.05
0.6156	 0.05
0.91	 0.5
0.79	 0.4
0.88	 1.0
0.79	 0.25
0.8753	 1.0
0.901	 1.0
0.916	 1.0
0.815	 1.0
0.928	 1.0
0.846	 5.0
0.973	 1.0
0.992	 0.09
0.73	 0.001
0.522	 0.05
0.97	 0.2
0.97	 1.0
0.985	 0.05
0.92	 1.0
0.807	 0.1
0.756	 0.05
0.703	 0.5
0.236	 0.1
0.9009	 1.0
0.91	 1.0
0.983	 1.0
0.9	 0.01
0.989	 0.05
0.583	 0.5
0.9385	 0.1
0.971	 0.5
0.8977	 0.5
0.0395	 0.1
0.968	 2.0
0.9618	 0.25
0.9782	 0.5
0.806	 1.0
0.281	 0.1
0.8875	 1.0
0.839	 5.0
0.266	 5.0
0.895	 1.0
0.809	 0.1
0.93	 2.5
0.975	 1.0
0.7153	 0.05
0.862	 0.001
0.948	 0.1
0.73	 1.0
0.9045	 0.05
0.97	 5.0
0.85	 0.001
0.797	 0.1
0.92	 1.2
0.798	 2.0
0.865	 0.001
0.971	 5.0
0.679	 0.001
0.962	 0.1
0.9	 5.0
0.951	 1.0
0.887	 0.01
0.957	 1.0
0.9107	 0.01
0.8778	 0.5
0.491	 0.001
0.8504	 0.05
0.846	 0.5
0.73	 0.4
0.156	 0.1
0.7992	 0.5
0.7727	 0.5
0.885	 0.001
0.9365	 1.0
0.82	 0.001
0.9386	 1.0
0.87	 5.0
0.1792	 0.5
0.944	 0.1
0.854	 1.0
0.8778	 0.5
0.912	 0.8
0.928	 4.0
0.401	 0.001
0.642	 0.5
0.919	 1.0
0.915	 1.0
0.92	 0.5
