reconstruct_smiles,raw_smiles,tanimoto_similarity,Concentration_mM,IE_abs
C[NH+]1CN(CCCO)C1.O=S(=O)(F)[N-]S(=O)(=O)F,C[NH+]1CCN(CCO)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.276190476,0.5,0.042167000000000204
C[NH+]1CN(CCCO)C1.O=S(=O)(F)[N-]S(=O)(=O)F,C[NH+]1CCN(CCO)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.276190476,0.25,0.011993000000000004
CCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,1.0,0.03937700000000355
CCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,0.1,0.08116866666666478
CCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,0.01,0.10549174999999833
CCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,0.5,0.08099849999999675
CCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,0.05,0.057307833333331115
CCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,0.005,0.041148083333333973
O=C(C[n+]1ccccn1)c1ccc(Cl)cc1.[Br-],[Br-].c1ccc(OCCC[n+]2ccccn2)cc1,0.284883721,1.0,0.01412800000000114
O=C(C[n+]1ccccn1)c1ccc(Cl)cc1.[Br-],[Br-].c1ccc(OCCC[n+]2ccccn2)cc1,0.284883721,0.1,0.058574000000001236
O=C(C[n+]1ccccn1)c1ccc(Cl)cc1.[Br-],[Br-].c1ccc(OCCC[n+]2ccccn2)cc1,0.284883721,0.01,0.19623000000000113
O=C(C[n+]1ccccn1)c1ccc(Cl)cc1.[Br-],[Br-].c1ccc(OCCC[n+]2ccccn2)cc1,0.284883721,0.001,0.21205049999999964
CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,1.0,0.03937700000000355
CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,0.1,0.08116866666666478
CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,0.01,0.10549174999999833
CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,0.5,0.08099849999999675
CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,0.05,0.057307833333331115
CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,0.005,0.041148083333333973
CCCCCCCCCCCCCCCC[N+](C)(C)CCCO.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.591549296,1.0,0.03329166666666583
CCCCCCCCCCCCCCCC[N+](C)(C)CCCO.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.591549296,0.1,0.07453799999999944
CCCCCCCCCCCCCCCC[N+](C)(C)CCCO.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.591549296,0.01,0.08264149999999992
CCCCCCCCCCCCCCCC[N+](C)(C)CCCO.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.591549296,0.5,0.036938100000000085
CCCCCCCCCCCCCCCC[N+](C)(C)CCCO.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.591549296,0.05,0.1253069999999995
CCCCCCCCCCCCCCCC[N+](C)(C)CCCO.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.591549296,0.005,0.07973949999999919
CCCCCCCC[N+](C)(C)CCOCO.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.768707483,1.0,0.03865350000000001
CCCCCCCC[N+](C)(C)CCOCO.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.768707483,0.1,0.03444749999999985
CCCCCCCC[N+](C)(C)CCOCO.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.768707483,0.01,0.021450500000000927
CCCCCCCC[N+](C)(C)CCOCO.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.768707483,0.5,0.029849333333333172
CCCCCCCC[N+](C)(C)CCOCO.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.768707483,0.05,0.046236499999999126
CCCCCCCC[N+](C)(C)CCOCO.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.768707483,0.005,0.03703500000000037
CCCCCCCCCCCCCCCCCCCCCP(=O)(O)(O)O,O=P(O)(O)C(O)c1ccccc1,0.11147541,0.1,0.19648445833333206
CCCCCCCCCCCCCCCCCCCCCP(=O)(O)(O)O,O=P(O)(O)C(O)c1ccccc1,0.11147541,0.2,0.17999970833333323
CCCCCCCCCCCCCCCCCCCCCP(=O)(O)(O)O,O=P(O)(O)C(O)c1ccccc1,0.11147541,0.4,0.017533083333333588
Nc1nc2ccccc2[nH]1,ClCc1nc2ccccc2[nH]1,0.505338078,1.0,0.33308850000000045
Nc1nc2ccccc2[nH]1,ClCc1nc2ccccc2[nH]1,0.505338078,0.1,0.6372959999999999
Nc1nc2ccccc2[nH]1,ClCc1nc2ccccc2[nH]1,0.505338078,0.5,0.5764960000000006
Nc1nc2ccccc2[nH]1,ClCc1nc2ccccc2[nH]1,0.505338078,5.0,0.247307500000001
O=Cc1cc2cc([N+](=O)[O-])ccc2nc1Cl,O=Cc1cc2cc(Cl)ccc2nc1Cl,0.671497585,0.1,0.14150400000000063
O=Cc1cc2cc([N+](=O)[O-])ccc2nc1Cl,O=Cc1cc2cc(Cl)ccc2nc1Cl,0.671497585,0.5,0.16146033333333287
O=Cc1cc2cc([N+](=O)[O-])ccc2nc1Cl,O=Cc1cc2cc(Cl)ccc2nc1Cl,0.671497585,5.0,0.06955783333333465
