reconstruct_smiles,raw_smiles,tanimoto_similarity,Concentration_mM,IE_abs
CCCCCCCCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,0.05,0.024838333333332074
CCCCCCCCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,0.005,0.054775583333333655
CCCCCCCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,1.0,0.10881349999999779
CCCCCCCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,0.1,0.06283016666666541
CCCCCCCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,0.01,0.03680924999999946
CCCCCCCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,0.5,0.05475299999999761
CCCCCCCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,0.05,0.02451083333333215
CCCCCCCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,0.005,0.05483758333333377
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,1.0,0.10881549999999773
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,0.1,0.06321816666666524
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,0.01,0.032147916666666054
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,0.5,0.05448799999999776
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,0.05,0.02522633333333202
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,0.005,0.05658158333333385
