reconstruct_smiles,raw_smiles,tanimoto_similarity,Concentration_mM,IE_abs
CCc1ccc(/C=N\NC(N)=S)cc1,NC(=S)N/N=C\c1ccc(C(=O)O)cc1,0.588461538,0.1,0.03674133333333196
CCc1ccc(/C=N\NC(N)=S)cc1,NC(=S)N/N=C\c1ccc(C(=O)O)cc1,0.588461538,0.05,0.0648224999999999
CCc1ccc(/C=N\NC(N)=S)cc1,NC(=S)N/N=C\c1ccc(C(=O)O)cc1,0.588461538,0.05,0.0648224999999999
CCc1ccc(/C=N\NC(N)=S)cc1,NC(=S)N/N=C\c1ccc(C(=O)O)cc1,0.588461538,0.2,0.024247214285715413
Cc1ccc(-c2nc3ccccc3c(=O)n2C)cc1,N1C2C=CC=CC=2N(CC2C=CC(=CC=2)OC)C=1C1=CC=C(C=C1)OC,0.470359572,0.1,0.043359833333334596
Cc1ccc(-c2nc3ccccc3c(=O)n2C)cc1,N1C2C=CC=CC=2N(CC2C=CC(=CC=2)OC)C=1C1=CC=C(C=C1)OC,0.470359572,0.01,0.02008799999999966
Cc1ccc(-c2nc3ccccc3c(=O)n2C)cc1,N1C2C=CC=CC=2N(CC2C=CC(=CC=2)OC)C=1C1=CC=C(C=C1)OC,0.470359572,0.05,0.05318433333333372
Cc1ccc(-c2nc3ccccc3c(=O)n2C)cc1,N1C2C=CC=CC=2N(CC2C=CC(=CC=2)OC)C=1C1=CC=C(C=C1)OC,0.470359572,0.005,0.059239499999999556
CCOP(=O)(OC)C(O)c1ccccc1,CCOP(=O)(O)C(NC)c1cccc(OC)c1,0.360347323,1.0,0.042289057142857245
CCOP(=O)(OC)C(O)c1ccccc1,CCOP(=O)(O)C(NC)c1cccc(OC)c1,0.360347323,0.1,0.048537166666667075
CCOP(=O)(OC)C(O)c1ccccc1,CCOP(=O)(O)C(NC)c1cccc(OC)c1,0.360347323,0.01,0.30045326666666666
CCOP(=O)(OC)C(O)c1ccccc1,CCOP(=O)(O)C(NC)c1cccc(OC)c1,0.360347323,0.5,0.03576374999999987
CCOP(=O)(OC)C(O)c1ccccc1,CCOP(=O)(O)C(NC)c1cccc(OC)c1,0.360347323,0.05,0.260630785714286
CCCCCCNc1nc(NCCCN(C)C)nc(Nc2nc3ccccc3[nH]2)n1,CCCCCCCCNc1nc(NCCCN(C)C)nc(Sc2nnc(C)s2)n1,0.343324251,1.0,0.0037653333333347305
CCCCCCNc1nc(NCCCN(C)C)nc(Nc2nc3ccccc3[nH]2)n1,CCCCCCCCNc1nc(NCCCN(C)C)nc(Sc2nnc(C)s2)n1,0.343324251,0.1,0.014737125000000573
CCCCCCNc1nc(NCCCN(C)C)nc(Nc2nc3ccccc3[nH]2)n1,CCCCCCCCNc1nc(NCCCN(C)C)nc(Sc2nnc(C)s2)n1,0.343324251,0.5,0.0164431666666649
CCCCCCNc1nc(NCCCN(C)C)nc(Nc2nc3ccccc3[nH]2)n1,CCCCCCCCNc1nc(NCCCN(C)C)nc(Sc2nnc(C)s2)n1,0.343324251,0.05,0.03627020833333394
CCCCCCNc1nc(NCCCN(C)C)nc(Nc2nc3ccccc3[nH]2)n1,CCCCCCCCNc1nc(NCCCN(C)C)nc(Sc2nnc(C)s2)n1,0.343324251,0.25,0.02061948333333319
CCCCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,CCCCCCCCNc1nc(NCCCN(C)C)nc(Sc2nnc(C)s2)n1,0.379439252,1.0,0.015072866666664742
CCCCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,CCCCCCCCNc1nc(NCCCN(C)C)nc(Sc2nnc(C)s2)n1,0.379439252,0.1,0.032677604761905954
CCCCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,CCCCCCCCNc1nc(NCCCN(C)C)nc(Sc2nnc(C)s2)n1,0.379439252,0.5,0.02346279999999845
CCCCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,CCCCCCCCNc1nc(NCCCN(C)C)nc(Sc2nnc(C)s2)n1,0.379439252,0.05,0.04432654166666672
CCCCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,CCCCCCCCNc1nc(NCCCN(C)C)nc(Sc2nnc(C)s2)n1,0.379439252,0.25,0.026730991666665593
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,0.948535936,0.1,0.05964349999999974
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,0.948535936,0.5,0.03094549999999885
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,0.948535936,5.0,0.1153069999999986
CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],0.388059701,1.0,0.07163100000000078
CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],0.388059701,1.0,0.07163100000000078
CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],0.388059701,0.1,0.09502500000000003
CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],0.388059701,0.01,0.17946799999999974
CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],0.388059701,0.01,0.07646799999999976
CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],0.388059701,0.5,0.09511883333333304
CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],0.388059701,0.5,0.09511883333333304
CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],0.388059701,0.05,0.06600249999999852
CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],0.388059701,0.05,0.06600249999999852
CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],0.388059701,0.005,0.0805864999999999
NC(=S)N/N=C/c1ccccn1,NC(=S)N/N=C/c1ccncc1,0.40530303,1.0,0.03534766666666456
NC(=S)N/N=C/c1ccccn1,NC(=S)N/N=C/c1ccncc1,0.40530303,0.5,0.028019178571429326
NC(=S)N/N=C/c1ccccn1,NC(=S)N/N=C/c1ccncc1,0.40530303,0.25,0.01870061904761855
COc1ccc(/C=C/C=N/c2c(C)n(C)n(-c3ccccc3)c2=O)cc1,CCCCCCCC[N+](C)(C)c1ccc(/C=N\c2cn(C)n(-c3ccccc3)c2=O)cc1.[Br-],0.638888889,0.1,0.18875100000000178
COc1ccc(/C=C/C=N/c2c(C)n(C)n(-c3ccccc3)c2=O)cc1,CCCCCCCC[N+](C)(C)c1ccc(/C=N\c2cn(C)n(-c3ccccc3)c2=O)cc1.[Br-],0.638888889,0.5,0.1625729999999984
COc1ccc(/C=C/C=N/c2c(C)n(C)n(-c3ccccc3)c2=O)cc1,CCCCCCCC[N+](C)(C)c1ccc(/C=N\c2cn(C)n(-c3ccccc3)c2=O)cc1.[Br-],0.638888889,0.05,0.5127140000000012
COc1ccc(/C=C/C=N/c2c(C)n(C)n(-c3ccccc3)c2=O)cc1,CCCCCCCC[N+](C)(C)c1ccc(/C=N\c2cn(C)n(-c3ccccc3)c2=O)cc1.[Br-],0.638888889,5.0,0.10889766666666822
Cc1ccc(/C=N/NC(=O)c2cccnc2)cc1,O=C(N/N=C/c1ccc(O)cc1)c1cccnc1,0.870886076,1.0,0.027732999999998675
Cc1ccc(/C=N/NC(=O)c2cccnc2)cc1,O=C(N/N=C/c1ccc(O)cc1)c1cccnc1,0.870886076,0.5,0.031111866666664878
Cc1ccc(/C=N/NC(=O)c2cccnc2)cc1,O=C(N/N=C/c1ccc(O)cc1)c1cccnc1,0.870886076,0.25,0.13413953571428516
Cc1ccc(/C=N/NC(=O)c2cccnc2)cc1,O=C(N/N=C/c1ccc(O)cc1)c1cccnc1,0.870886076,2.0,0.04253174999999765
CCOP(=O)(O)C(NC)c1ccccc1,CCOP(=O)(O)C(NC)c1cccc(OC)c1,0.758436945,1.0,0.041859750000000084
CCOP(=O)(O)C(NC)c1ccccc1,CCOP(=O)(O)C(NC)c1cccc(OC)c1,0.758436945,0.1,0.0829965833333337
CCOP(=O)(O)C(NC)c1ccccc1,CCOP(=O)(O)C(NC)c1cccc(OC)c1,0.758436945,0.01,0.27452758333333366
CCOP(=O)(O)C(NC)c1ccccc1,CCOP(=O)(O)C(NC)c1cccc(OC)c1,0.758436945,0.5,0.018175005357143004
CCOP(=O)(O)C(NC)c1ccccc1,CCOP(=O)(O)C(NC)c1cccc(OC)c1,0.758436945,0.05,0.23935937500000037
CC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1.[I-],CCCCC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1.[I-],0.913752914,1.0,0.004464999999998054
CC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1.[I-],CCCCC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1.[I-],0.913752914,0.1,0.1418178333333346
CC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1.[I-],CCCCC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1.[I-],0.913752914,0.5,0.018663000000001206
CC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1.[I-],CCCCC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1.[I-],0.913752914,0.05,0.20636000000000004
CCC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1.[I-],CCCCC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1.[I-],0.951048951,1.0,0.015888999999999043
CCC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1.[I-],CCCCC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1.[I-],0.951048951,0.1,0.06941200000000097
CCC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1.[I-],CCCCC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1.[I-],0.951048951,0.5,0.019467500000002635
CCC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1.[I-],CCCCC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1.[I-],0.951048951,0.05,0.1070685000000004
CC1(C)COC(=S)N1,N(C(=S)NCCNCCNCCNCCN)C(C)=O,0.096638655,1.0,0.012586999999999793
CC1(C)COC(=S)N1,N(C(=S)NCCNCCNCCNCCN)C(C)=O,0.096638655,0.1,0.1496500000000015
CC1(C)COC(=S)N1,N(C(=S)NCCNCCNCCNCCN)C(C)=O,0.096638655,0.01,0.11195600000000117
NCCOCc1ccc(O)c2ncccc12,CCN(CC)CCOCc1ccc(O)c2ncccc12,0.942698706,1.0,0.02747690000000158
NCCOCc1ccc(O)c2ncccc12,CCN(CC)CCOCc1ccc(O)c2ncccc12,0.942698706,0.1,0.08669083333333416
NCCOCc1ccc(O)c2ncccc12,CCN(CC)CCOCc1ccc(O)c2ncccc12,0.942698706,0.01,0.06954649999999785
NCCOCc1ccc(O)c2ncccc12,CCN(CC)CCOCc1ccc(O)c2ncccc12,0.942698706,0.001,0.07256199999999802
COc1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(OC)cc4)cc3)cc2)cc1,Clc1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(Cl)cc4)cc3)cc2)cc1,0.692090395,0.1,0.015245499999998802
COc1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(OC)cc4)cc3)cc2)cc1,Clc1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(Cl)cc4)cc3)cc2)cc1,0.692090395,0.5,0.008298833333332367
COc1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(OC)cc4)cc3)cc2)cc1,Clc1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(Cl)cc4)cc3)cc2)cc1,0.692090395,0.05,0.07051650000000009
COc1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(OC)cc4)cc3)cc2)cc1,Clc1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(Cl)cc4)cc3)cc2)cc1,0.692090395,0.25,0.010327999999998005
Nc1nc2ccccc2[nH]1,ClCc1nc2ccccc2[nH]1,0.505338078,1.0,0.33308850000000045
Nc1nc2ccccc2[nH]1,ClCc1nc2ccccc2[nH]1,0.505338078,0.1,0.6372959999999999
Nc1nc2ccccc2[nH]1,ClCc1nc2ccccc2[nH]1,0.505338078,0.5,0.5764960000000006
Nc1nc2ccccc2[nH]1,ClCc1nc2ccccc2[nH]1,0.505338078,5.0,0.247307500000001
[N-]=[N+]=NCc1cc(CN2CCOCC2)c(O)c2ncccc12,NCCNCc1ccc(O)c2ncccc12,0.679452055,1.0,0.08378783333333184
[N-]=[N+]=NCc1cc(CN2CCOCC2)c(O)c2ncccc12,NCCNCc1ccc(O)c2ncccc12,0.679452055,0.1,0.14710891666666537
[N-]=[N+]=NCc1cc(CN2CCOCC2)c(O)c2ncccc12,NCCNCc1ccc(O)c2ncccc12,0.679452055,0.01,0.16138149999999807
[N-]=[N+]=NCc1cc(CN2CCOCC2)c(O)c2ncccc12,NCCNCc1ccc(O)c2ncccc12,0.679452055,0.001,0.19406849999999898
Clc1ccc(-n2ccnc2)cc1,Clc1cccc(-n2ccnc2)c1,0.790540541,1.0,0.031007821428570947
Clc1ccc(-n2ccnc2)cc1,Clc1cccc(-n2ccnc2)c1,0.790540541,0.1,0.12274842658730112
Clc1ccc(-n2ccnc2)cc1,Clc1cccc(-n2ccnc2)c1,0.790540541,0.5,0.10262830158730218
Clc1ccc(-n2ccnc2)cc1,Clc1cccc(-n2ccnc2)c1,0.790540541,5.0,0.015377035714285392
CCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,CCCCCCCCNc1nc(NCCCN(C)C)nc(Sc2nnc(C)s2)n1,0.368224299,1.0,0.040944666666663965
CCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,CCCCCCCCNc1nc(NCCCN(C)C)nc(Sc2nnc(C)s2)n1,0.368224299,0.1,0.08040405000000206
CCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,CCCCCCCCNc1nc(NCCCN(C)C)nc(Sc2nnc(C)s2)n1,0.368224299,0.5,0.05238550000000286
CCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,CCCCCCCCNc1nc(NCCCN(C)C)nc(Sc2nnc(C)s2)n1,0.368224299,0.05,0.0583965178571445
CCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,CCCCCCCCNc1nc(NCCCN(C)C)nc(Sc2nnc(C)s2)n1,0.368224299,0.25,0.062045125000001144
C[NH+]1CCN(CCO)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,Cn1cc[n+](CCO)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.298429319,1.0,0.635832999999997
C[NH+]1CCN(CCO)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,Cn1cc[n+](CCO)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.298429319,2.0,0.5700679999999974
O=P(O)(O)C(O)c1ccccc1,CCOP(=O)(O)C(NC)c1cccc(OC)c1,0.263823065,1.0,0.013318250000000975
O=P(O)(O)C(O)c1ccccc1,CCOP(=O)(O)C(NC)c1cccc(OC)c1,0.263823065,0.1,0.015467857142855923
O=P(O)(O)C(O)c1ccccc1,CCOP(=O)(O)C(NC)c1cccc(OC)c1,0.263823065,0.01,0.31838735714285654
O=P(O)(O)C(O)c1ccccc1,CCOP(=O)(O)C(NC)c1cccc(OC)c1,0.263823065,0.5,0.07661559523809425
O=P(O)(O)C(O)c1ccccc1,CCOP(=O)(O)C(NC)c1cccc(OC)c1,0.263823065,0.05,0.2334968571428565
CCCCCCCCCCCCCCC1C=Nn2cnnc2N(CCCCCCCCCCCCCCC)C1=O,CCCCCCCCCCC1=Nn2cnnc2N(CCCCCCCCCC)C(=O)C1,0.81533101,1.0,0.02781449999999841
CCCCCCCCCCCCCCC1C=Nn2cnnc2N(CCCCCCCCCCCCCCC)C1=O,CCCCCCCCCCC1=Nn2cnnc2N(CCCCCCCCCC)C(=O)C1,0.81533101,0.1,0.0066770000000023755
CCCCCCCCCCCCCCC1C=Nn2cnnc2N(CCCCCCCCCCCCCCC)C1=O,CCCCCCCCCCC1=Nn2cnnc2N(CCCCCCCCCC)C(=O)C1,0.81533101,0.1,0.0066770000000023755
CCCCCCCCCCCCCCC1C=Nn2cnnc2N(CCCCCCCCCCCCCCC)C1=O,CCCCCCCCCCC1=Nn2cnnc2N(CCCCCCCCCC)C(=O)C1,0.81533101,0.01,0.0023185000000014444
CCCCCCCCCCCCCCC1C=Nn2cnnc2N(CCCCCCCCCCCCCCC)C1=O,CCCCCCCCCCC1=Nn2cnnc2N(CCCCCCCCCC)C(=O)C1,0.81533101,0.01,0.0023185000000014444
CCCCCCCCCCCCCCC1C=Nn2cnnc2N(CCCCCCCCCCCCCCC)C1=O,CCCCCCCCCCC1=Nn2cnnc2N(CCCCCCCCCC)C(=O)C1,0.81533101,0.001,0.1766080000000002
COc1ccc(O)c(/C=N/c2ccccc2O)c1,COc1ccccc1N=Cc1ccccc1O,0.767772512,1.0,0.057811999999998864
COc1ccc(O)c(/C=N/c2ccccc2O)c1,COc1ccccc1N=Cc1ccccc1O,0.767772512,0.5,0.01731466666666781
